SiteNumber,SiteCode,Type,LocationID,Region,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCityStateZIP,OwnerPhone,Manager,ManagerPhone
50544.4,A,SEAPLANE BASE,'96Z,PRINCE OF WALES,NORTH WHALE PASS,NORTH WHALE,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,6860 GLACIER HWY,"JUNEAU, AK 99901",907-451-2200,TIM LACOUR,907-755-2229
50544.0,A,AIRPORT,'ORT,FAIRBANKS NORTH STAR,NUGGET BENCH,NORTHWAY,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,DENNIS BISHOP,907-883-5128
50548.0,A,AIRPORT,'33AK,MATANUSKA-SUSITNA,NUIQSUT,CD-3 AIRSTRIP,PRIVATE,PRIVATE,NUGGET BENCH,,,,LEONARD KRAGNESS (AGENT FOR OWNER),907-670-4048
50548.82,A,AIRPORT,'AK20,NORTH SLOPE,NUIQSUT,CD-3 AIRSTRIP,PUBLIC,PRIVATE,CONOCO PHILLIPS ALASKA INC,6601 SOUTH AIRPARK PL,"ANCHORAGE, AK 99502",907-263-3502,MURRY & RODRIGUEZ,907-852-2611
50548.8,A,AIRPORT,'AQT,NORTH SLOPE,NUIQSUT,NUIQSUT,PRIVATE,PRIVATE,NORTH SLOPE BOROUGH,PO BOX 69,"BARROW, AK 99723",907-852-2611,GARY ROSS,907-852-2611
50548.81,H,HELIPORT,'AK32,NORTH SLOPE,NUIQSUT,OOOGURUK ISLAND,PRIVATE,PRIVATE,"CAELUS NATURAL RESOURCES AK, LLC","3700 CENTERPOINT DR, SUITE 500","ANCHORAGE, AK 99503",907-277-2700,GARY ROSS,907-343-2181
50548.83,A,HELIPORT,'AA27,NORTH SLOPE,NULATO,NULATO,PRIVATE,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"ANCHORAGE, AK 99501",907-451-5280,REX ALLEN,907-343-2185
50550.0,A,AIRPORT,'NUL,BETHEL,NULATO,NUNAPITCHUK,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-269-0747,TOM WILLIAMS,907-451-5280
50552.1,A,AIRPORT,'16A,BETHEL,NUNAPITCHUK,NUNAPITCHUK,PRIVATE,PRIVATE,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99516",907-269-0747,LAWRENCE DAVIS,907-543-2498
50555.0,A,AIRPORT,'ZNC,BETHEL,NYAC,NYAC,PRIVATE,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 196900,"16 NYAK, AK 99642",,CHAS HAWS,
50558.1,A,AIRPORT,'6R7,KODIAK ISLAND,OLGA BAY,OLD HARBOR,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0760,ROBERT GREENE,907-487-4952
50559.0,A,SEAPLANE BASE,'KOY,KUSKOKWIM,OLGA BAY,OLGA BAY,PRIVATE,PUBLIC,"AKHIOK-KAGUYAK, INC","1400 BENSON BLVD, SUITE 425","ANCHORAGE, AK 99503",907-269-0782,AKHIOK - KAGIUYAK INC,907- 258 0604
50575.0,A,AIRPORT,'Z17,KODIAK ISLAND,OPHIR,OPHIR,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"KODIAK, AK 99615",907-269-0782,STEFFAN STRICK,907-524-3241
50580.1,A,AIRPORT,'4K5,MATANUSKA-SUSITNA,OUZINKIE,OUZINKIE,PUBLIC,PRIVATE,ALASKA DOT&PF SOUTHCOAST REGION,1500 ANTON LARSON RD,"PALMER, AK 99645",907-745-3124,DOUG PRINS,907-487-4952
50584.11,A,AIRPORT,'AK46,MATANUSKA-SUSITNA,PALMER,ALASKA HELIWORX,PRIVATE,PRIVATE,DAVID W. KING,16453 E CLARK RD,"PALMER, AK 99645",907-745-3124,DOUG PRINS,907-745-5701
50585.5,H,HELIPORT,'AA08,MATANUSKA-SUSITNA,PALMER,ALASKA HELIWORX,PRIVATE,PRIVATE,DAVID W. KING,1415 N 302 RD,"PALMER, AK 99645",907-745-5701,DAVID W. KING,907-659-6538
50585.13,A,AIRPORT,'3AK6,MATANUSKA-SUSITNA,PALMER,B & B BOYS RANCH,PRIVATE,PRIVATE,MITCH JENSEN,PO BOX 4045,"PALMER, AK 99645",907-745-4557,MITCH JENSEN,907-659-6538
50585.14,A,AIRPORT,'AK1,MATANUSKA-SUSITNA,PALMER,BUTTE MUNI,PRIVATE,PUBLIC,BUTTE AIRMANS ASSOC,PO BOX 1184,"PALMER, AK 99645",907-745-4557,GERALD HUPPERT,907-745-4557
50584.22,A,AIRPORT,'34AK,MATANUSKA-SUSITNA,PALMER,COLBERG,PRIVATE,PRIVATE,SIGURD COLBERG,PO BOX 1184,"WASILLA, AK 99687",907-745-4618,SIGURD COLBERG,907-745-4618
50584.2,A,AIRPORT,'5AK6,MATANUSKA-SUSITNA,PALMER,COLBERG,PRIVATE,PRIVATE,SIGURD COLBERG,PO BOX 874422,"WASILLA, AK 99687",907-232-9420,SIGURD COLBERG,907-232-9420
50584.43,A,AIRPORT,'AK88,MATANUSKA-SUSITNA,PALMER,EAGLE NEST,PRIVATE,PRIVATE,DELBERT AND JACKIE SIMINEO,PO BOX 670722,"CHUGIAK, AK 99567",907-707-3718,DELBERT SIMINEO,907-707-3718
50585.2,A,AIRPORT,'9AA1,MATANUSKA-SUSITNA,PALMER,ELK RANCH,PRIVATE,PUBLIC,DELBERT AND JACKIE SIMINEO,8850 N SIMINEO CIR,"PALMER, AK 99645",907-746-6869,DELBERT SIMINEO,907-746-6869
50585.12,C,SEAPLANE BASE,'99Z,MATANUSKA-SUSITNA,PALMER,FINGER LAKE,PUBLIC,PUBLIC,STATE OF AK DNR,80912 E PALMER WASILLA HWY,"ANCHORAGE, AK 99501",907-269-8400,LIFETIME ADVENTURES,907-746-4644
50584.4,A,AIRPORT,'14AK,MATANUSKA-SUSITNA,PALMER,FOUR CORNERS,PRIVATE,PRIVATE,WICK AIR INC,80912 E PALMER WASILLA HWY,"PALMER, AK 99645",907-745-4322,WICK AIR INC,907-745-4322
50584.23,A,AIRPORT,'39AK,MATANUSKA-SUSITNA,PALMER,GILMORE STRIP,PRIVATE,PRIVATE,STATE OF AK DNR,PO BOX 226,"PALMER, AK 99645",907-269-8565,CHARLES B & SANDRA L MCMAHAN,907-745-2532
50584.41,C,SEAPLANE BASE,'2D3,MATANUSKA-SUSITNA,PALMER,GRANDVIEW SUBDIVISION,PRIVATE,PUBLIC,STATE OF AK DNR,"500 W 7TH AVE, SUITE 900C","ANCHORAGE, AK 99501",907-269-8565,CHARLES B & SANDRA L MCMAHAN,907-822-3553
50585.15,A,AIRPORT,'5AK9,MATANUSKA-SUSITNA,PALMER,GRANDVIEW SUBDIVISION,PRIVATE,PRIVATE,GRANDVIEW SUBDIVISION,PO BOX 102,"PALMER, AK 99645",907-745-0615,JORDAN H. GREER,907-745-0615
50584.24,A,AIRPORT,'AK93,MATANUSKA-SUSITNA,PALMER,GROUSE RIDGE,PRIVATE,PRIVATE,DAVE & DIANE CROCKETT,7801 EAST DALE CIR,"WASILLA, AK 99654",907-242-5571,HIGH RIDGE ASSOCIATION,907-242-5571
50584.44,A,AIRPORT,'97AK,MATANUSKA-SUSITNA,PALMER,HUNTER CREEK,PRIVATE,PRIVATE,HIGH RIDGE ASSOCIATION,7801 EAST DALE CIR,"WASILLA, AK 99654",907-746-0124,HIGH RIDGE ASSOCIATION,907-746-0124
50584.16,A,AIRPORT,'AK66,MATANUSKA-SUSITNA,PALMER,MARTIN,PRIVATE,PRIVATE,PAUL POGUE,PO BOX 100419,"ANCHORAGE, AK 99510",907-746-6452,KENNETH LLOYD MARTIN,907-746-6452
50584.45,H,AIRPORT,'AK92,MATANUSKA-SUSITNA,PALMER,MARTIN,PRIVATE,PRIVATE,KENNETH LLOYD MARTIN,PO BOX 100419,"PALMER, AK 99645",907-248-7223,KENNETH LLOYD MARTIN,907-861-6719
50585.19,H,HELIPORT,'92AK,MATANUSKA-SUSITNA,PALMER,MAT-SU RGNL MEDICAL CENTER,PRIVATE,PRIVATE,MAT-SU REGIONAL MEDICAL CENTER,PO BOX 876777,"PALMER, AK 99645",907-861-6000,GENE BAKER,907-861-6719
50584.1,A,AIRPORT,'3AK2,MATANUSKA-SUSITNA,PALMER,NIKLASON LAKE ESTATES,PRIVATE,PUBLIC,CITY OF PALMER,231 W EVERGREEN,"WASILLA, AK 99687",907-746-7778,JEFF COMBS,907-746-7778
50584.0,A,AIRPORT,'PAQ,MATANUSKA-SUSITNA,PALMER,PAT-MAR STRIP,PUBLIC,PUBLIC,CITY OF PALMER,231 W EVERGREEN,"PALMER, AK 99645",907-745-3271,JEFF COMBS,907-745-6159
50584.15,A,AIRPORT,'AK63,MATANUSKA-SUSITNA,PALMER,PAT-MAR STRIP,PRIVATE,PRIVATE,MIKE MEEKIN,PO BOX 491,"WASILLA, AK 99654",,MIKE MEEKIN,907-745-6159
50585.0,A,AIRPORT,'AK50,MATANUSKA-SUSITNA,PALMER,SKY RANCH AT PIONEER PEAK,PRIVATE,PRIVATE,SKY RANCH INC.,"3060 LAZY EIGHT CT #14, SUITE 3","GAKONA, AK 99586",907-373-4640,MARK STIGAR,907-373-8444
50584.42,C,SEAPLANE BASE,'9AK1,MATANUSKA-SUSITNA,PALMER,STORMY HILL,PRIVATE,PRIVATE,CHARLES B & SANDRA L MCMAHAN,PO BOX 110,"GAKONA, AK 99586",907-822-3553,JOHN VINDUSKA,907-822-3553
50585.17,A,AIRPORT,'7AK9,MATANUSKA-SUSITNA,PALMER,VINDUSKA,PRIVATE,PRIVATE,JOHN VINDUSKA,9550 E TERN DR,"PALMER, AK 99645",907-745-4054,JOHN VINDUSKA,907-745-4054
50585.11,C,SEAPLANE BASE,'AA85,MATANUSKA-SUSITNA,PALMER,WALBY LAKE,PRIVATE,PRIVATE,E. DEAN MILLIGAN,9550 E TERN DR,"PALMER, AK 99645",907-745-5349,MICHAEL JAMES GROW,907-745-5349
50584.14,A,AIRPORT,'05AK,MATANUSKA-SUSITNA,PALMER,WASILLA CREEK AIRPARK,PRIVATE,PRIVATE,D. E. NORTH FORK LLC.,4400 N PALMER-FISHHOOK RD,"PALMER, AK 99645",907-745-3573,MICHAEL JAMES GROW,907-745-3573
50584.21,A,AIRPORT,'4AK6,MATANUSKA-SUSITNA,PAXSON,WOLF LAKE,PRIVATE,PRIVATE,D. E. NORTH FORK LLC.,PO BOX 147,"WASILLA, AK 99687",907-746-1880,BUREAU OF LAND MANAGEMENT,907-746-1880
50587.0,A,AIRPORT,'PXK,VALDEZ-CHITNA-WHITIE,PEDRO BAY,PAXSON,PRIVATE,PUBLIC,BUREAU OF LAND MANAGEMENT,PO BOX 196900,"GLENALLEN, AK 99588",907-822-3217,BUREAU OF LAND MANAGEMENT,907-822-3217
50587.7,A,SEAPLANE BASE,'4K0,BRISTOL BAY,PEDRO BAY,PELICAN,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0760,DAVID DUFFEY-HARBOR MASTER,907-571-1261
50588.1,C,SEAPLANE BASE,'PEC,SKAGWAY-YAKUTAT,PELICAN,PERRY ISLAND,PUBLIC,PUBLIC,CITY OF PELICAN,PO BOX 737,"PELICAN, AK 99832",907-355-3050,DAVID DUFFEY-HARBOR MASTER,907-735-2212
50588.3,C,SEAPLANE BASE,'PYL,LAKE AND PENINSULA,PERRY ISLAND,PERRY ISLAND,PRIVATE,PUBLIC,JON VAN HYNING,,"ANCHORAGE, AK 99502",907-269-0747,,
50588.61,A,AIRPORT,'PEV,LAKE AND PENINSULA,PETERSBURG,PERRYVILLE,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,6860 GLACIER HWY,"JUNEAU, AK 99801",907-465-1786,CLINT ANELON,907-246-3325
50590.0,A,SEAPLANE BASE,'63A,WRANGELL-PETERSBURG,PETERSBURG,LLOYD R ROUNDTREE SEAPLANE FACILITY,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,6860 GLACIER HWY,"JUNEAU, AK 99801",907-465-1786,TED SOKOL,907-772-4672
50590.2,A,AIRPORT,'PSG,WRANGELL-PETERSBURG,PETERSBURG,PILOT POINT,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,6860 GLACIER HWY,"ANCHORAGE, AK 99519",907-465-1779,MICHAEL ETCHER,907-772-4624
50593.0,A,AIRPORT,'PNP,ALEUTIAN ISLANDS,PILOT POINT,UGASHIK BAY,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0747,TYLER HYLTON,907-267-1248
50594.51,A,AIRPORT,'UGB,BRISTOL BAY,PILOT POINT,UGASHIK BAY,PUBLIC,PUBLIC,BLM--DIVISION OF LANDS,6881 ABBOTT LOOP RD,"ANCHORAGE, AK 99507",907-267-1248,"DISTRICT MGR, BLM-ANC",907-267-1248
50594.7,A,AIRPORT,'0AK,BETHEL,PILOT STATION,PLATINUM,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,ERIK WEINGARTH,907-438-2416
50598.0,A,AIRPORT,'PTU,BETHEL,PLATINUM,PLATINUM,PRIVATE,PUBLIC,"XS PLATINUM, INC.",PO BOX 196900,"SEATTLE, WA 98111",907-269-0747,LAWRENCE DAVIS,206-515-9999
50598.1,A,AIRPORT,'6AK1,BETHEL,PLATINUM,PLATINUM MINE,PRIVATE,PRIVATE,"XS PLATINUM, INC.",PO BOX 12800,"SEATTLE, WA 98111",206-515-9999,JIM SLADE - MINE MGR,206-515-9999
50599.0,C,AIRPORT,'KPB,KOBUK,POINT BAKER,POINT HOPE,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,6860 GLACIER HWY,"JUNEAU, AK 99801",907-451-2200,PAUL KHERA,907-465-1786
50601.0,A,AIRPORT,'PHO,KOBUK,POINT HOPE,POINT HOPE,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,ALVIN WERNEKE,907-442-3147
50601.3,A,AIRPORT,'PIZ,BARROW,POINT MACKENZIE,POINT LAY LRRS,PUBLIC,PUBLIC,US GOV 11TCW/LGO ELEMDORF,"6900 9TH ST, SUITE 301","EAFB, AK 99506",907-557-4146,NORTH SLOPE BOROUGH-TOM D. NICOLOS,907-333-0431
50033.21,A,AIRPORT,'64AK,MATANUSKA-SUSITNA,POINT MACKENZIE,CARPENTIERS STRIP,PRIVATE,PRIVATE,"ALASKA USA TRUST COMPANY, TRE",1650 W SHORELINE DR,"ANCHORAGE, AK 99519",907-373-0300,DENISE A. CARPENTIER,907-333-0431
50037.02,A,AIRPORT,'0AK9,MATANUSKA-SUSITNA,POINT MACKENZIE,FALCON LAKE STRIP,PRIVATE,PRIVATE,RICHARD W. GATTIS,1650 W SHORELINE DR,"WASILLA, AK 99654",907-243-7733,RICHARD W. GATTIS,907-373-0300
50037.01,A,AIRPORT,'2AK0,MATANUSKA-SUSITNA,POINT MACKENZIE,MAC KENZIE COUNTRY AIRPARK,PRIVATE,PRIVATE,ELINOR JONES-ELG,PO BOX 610,"AGUILA, AZ 85320",907-862-2337,ELINOR JONES-ELG,928-671-2882
50033.12,H,HELIPORT,'AK36,MATANUSKA-SUSITNA,POINT MACKENZIE,POINT MACKENZIE,PRIVATE,PRIVATE,JOE CIZEK,27270 WEST LITTLE SU RIVER RD,"WASILLA, AK 99623",907-862-2337,JOE CIZEK,907-862-2337
50033.6,H,HELIPORT,'AK37,ANCHORAGE,POINT MACKENZIE,POINT MACKENZIE,PRIVATE,PRIVATE,CHUGACH ELECTRIC ASSN INC,PO BOX 196300,"ANCHORAGE, AK 99519",907-762-7644,"BILL BERNIER, VICE PRESIDENT",907-762-7644
50601.58,A,AIRPORT,'50AK,MATANUSKA-SUSITNA,POINT MACKENZIE,SLEEPERS STRIP,PRIVATE,PRIVATE,RICHARD GATTIS,2006 W 46TH AVE,"WASILLA, AK 99654",907-373-0300,RICHARD GATTIS,907-373-0300
50601.51,A,AIRPORT,'6AK2,MATANUSKA-SUSITNA,POINT MACKENZIE,SLEEPERS STRIP,PRIVATE,PRIVATE,ANTHONY C. TURINSKY,2006 W 46TH AVE,"ANCHORAGE, AK 99517",907-248-0008,K. SLEEPER,907-357-7703
50601.52,A,AIRPORT,'AK14,MATANUSKA-SUSITNA,POINT MACKENZIE,TURINSKY AIRSTRIP,PRIVATE,PRIVATE,ANTHONY C. TURINSKY,11541 BARR RD,"ANCHORAGE, AK 99516",907-465-1786,ANTHONY C. TURINSKY,907-357-7703
50610.0,C,SEAPLANE BASE,'AHP,WRANGELL-PETERSBURG,PORT ALICE,PORT ALEXANDER,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,6860 GLACIER HWY,"JUNEAU, AK 99801",907-465-1786,PAUL KHERA,907-465-1786
50610.4,A,SEAPLANE BASE,'16K,PRINCE OF WALES,PORT ALICE,PORT ALICE,PRIVATE,PUBLIC,"GLEN ALSWORTH, SR.",,"SITKA, AK 99835",,ALASKA LOGGING & PULP,907-781-2211
50610.8,A,AIRPORT,'TPO,LAKE AND PENINSULA,PORT ALSWORTH,PORT ALSWORTH,PRIVATE,PRIVATE,"GLEN ALSWORTH, SR.",3323 DRY CREEK,"PORT ALSWORTH, AK 99653",907-781-2228,GLEN ALSWORTH SR.,907-781-2211
50610.82,A,AIRPORT,'AK51,LAKE AND PENINSULA,PORT ALSWORTH,WILDER/NATWICK LLC,PRIVATE,PRIVATE,WILDER/NATWICK LLC,3323 DRY CREEK,"PORT ALSWORTH, AK 99653",907-781-2228,PB ENERGY INC,305-898-3223
50612.3,C,SEAPLANE BASE,'KPY,KODIAK ISLAND,PORT BAILEY,PORT BAILEY,PRIVATE,PUBLIC,US COAST GUARD,PO BOX KPY,"KODIAK, AK 99697",907-642-3844,CMMD OFFICER MATTHEW BOYLE,305-898-3223
50612.6,A,AIRPORT,'KPC,NOME,PORT CLARENCE,PORT CLARENCE CGS,PUBLIC,PRIVATE,US COAST GUARD,USCG LORAN STA PC   BOX KPC,"NOME, AK 99762",907-642-3844,CMMD OFFICER MATTHEW BOYLE,907-235-8872
50614.0,A,AIRPORT,'PGM,KENAI-COOK INLET,PORT GRAHAM,PORT GRAHAM,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-266-0780,KEVIN JONES,907-235-8872
50615.0,A,AIRPORT,'PTH,LAKE AND PENINSULA,PORT HEIDEN,PORT HEIDEN,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0767,KYLER HYLTON,907-246-3325
50615.2,A,AIRPORT,'ORI,KODIAK ISLAND,PORT LIONS,PORT LIONS,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0767,ROBERT GREEN,907-487-4952
50616.0,C,SEAPLANE BASE,'19P,PRINCE OF WALES,PORT WALTER,PORT PROTECTION,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,6860 GLACIER HWY,"JUNEAU, AK 99801",907-465-1786,PAUL KHERA,907-465-1786
50619.0,C,SEAPLANE BASE,'PWR,SITKA,PORT WALTER,PORT WILLIAMS,PUBLIC,PUBLIC,BRUCE & YVONNE COOPER,PO BOX 670556,"JUNEAU, AK 99801",,MARK KRALL,907-723-4457
50619.5,C,SEAPLANE BASE,'KPR,KODIAK ISLAND,PORT WILLIAMS,PORT WILLIAMS,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 670556,"CHUGIAK, AK 99567",,MARK KRALL,907-688-7623
50609.31,A,AIRPORT,'A14,BRISTOL BAY,PORTAGE CREEK,PORTAGE CREEK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"FAIRBANKS, AK 99701",907-451-2207,NORMAN HAYANO,907-842-5511
50620.2,A,AIRPORT,'PPC,NORTH SLOPE,PROSPECT CREEK,PROSPECT CREEK,PRIVATE,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99701",907-451-2207,CASEY AHKVALUK,907-787-8964
50620.31,H,HELIPORT,'90AK,KUSKOKWIM,PRUDHOE BAY/DEADHORSE,NORTHSTAR,PRIVATE,PUBLIC,STATE OF AK DPT NAT RESRCS,"3800 CENTERPOINT DR, STE 100","ANCHORAGE, AK 99501",713-655-6316,JEFF CARTER/ MARK WHITE,907-685-1200
50620.5,A,AIRPORT,'01A,YUKON-KOYUKUK,PURKEYPILE,PURKEYPILE,PUBLIC,PUBLIC,AK DEPART OF NATURAL RESOURCES,3700 AIRPORT WAY,"ANCHORAGE, AK 99501",,MGR DNR SOUTHCENTRAL REG OFC,907-269-8503
50622.5,A,AIRPORT,'20K,YUKON-KOYUKUK,QUAIL CREEK,QUAIL CREEK,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",,STUART PECHEK,907-451-2733
50623.0,A,AIRPORT,'5QC,BETHEL,QUARTZ CREEK,QUARTZ CREEK /KOUGAROK/,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,PO BOX 149,"FAIRBANKS, AK 99709",907-451-5230,ANNIE N. ROACH,907-443-2500
50623.4,A,AIRPORT,'AQH,BETHEL,RAINY PASS,QUINHAGAK,PUBLIC,PUBLIC,NATIVE VILLAGE OF KWINHAGAK,550 W 7TH AVE,"QUINHAGAK, AK 99655",907-556-8165,ANNIE N. ROACH,907-556-8165
50642.1,A,AIRPORT,'6AK,KUSKOKWIM,RAINY PASS,RAINY PASS LODGE,PUBLIC,PUBLIC,STATE OF ALASKA - DNR,2301 PEGER RD,"ANCHORAGE, AK 99501",907-762-2251,STEVEN H. PERRINS,907-451-5280
50645.0,A,AIRPORT,'RMP,YUKON-KOYUKUK,RAMPART,RAMPART,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,PO BOX 196900,"FAIRBANKS, AK 99709",907-451-5280,TOM WILLIAMS,907-451-5280
50648.0,A,AIRPORT,'RDV,KUSKOKWIM,RED DEVIL,RED DEVIL,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0749,MIKE SCHEIRMAN,907-675-4345
50651.0,A,AIRPORT,'DGG,YUKON-KOYUKUK,RED DOG,RED DOG,PRIVATE,PRIVATE,ALASKA DOT&PF NORTHERN REGION,1001 E BENSON,"FAIRBANKS, AK 99709",907-451-5280,MIKE SCHEIRMAN,907-451-5280
50670.0,A,AIRPORT,'RBY,YUKON-KOYUKUK,RUSSIAN MISSION,RUBY,PUBLIC,PRIVATE,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-5280,TOM WILLIAMS,907-451-5280
50672.01,A,AIRPORT,'9AK2,KUSILVAK,RUSSIAN MISSION,RUSSIAN MISSION,PRIVATE,PRIVATE,DAVE PENZ,BOX 29,"RUSSIAN MISSION, AK 99657",907-584-5200,JONATHAN PENZ,907-584-5200
50672.0,A,AIRPORT,'RSH,WRANGELL-PETERSBURG,SAGINAW BAY,RUSSIAN MISSION,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,ERIK WEINGARTH,907-438-2416
50680.0,C,SEAPLANE BASE,'A23,NOME,SAGINAW BAY,SAGINAW,PRIVATE,PUBLIC,,,"SAGINAW BAY, AK",,JOSEPH JOHNSON,
50683.0,A,AIRPORT,'Z81,NOME,SALMON LAKE,SALMON LAKE,PRIVATE,PUBLIC,POLAR EQUIPMENT INC,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-5230,MIKE SHUPE,907-272-0404
50684.8,C,SEAPLANE BASE,'WSJ,KODIAK ISLAND,SAN JUAN,SAN JUAN /UGANIK/,PRIVATE,PUBLIC,POLAR EQUIPMENT INC,"1035 W. NORTHERN LIGHTS, BLVD","ANCHORAGE, AK 99503",,HAROLD KREMER,907-272-0404
50684.4,A,AIRPORT,'SDP,ALEUTIAN ISLANDS,SAVOONGA,SAND POINT,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,P.O. BOX 112506,"JUNEAU, AK 99811",907-465-1779,JOSEPH JOHNSON,907-532-5000
50687.0,A,AIRPORT,'SVA,NOME,SAVOONGA,SAVOONGA,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-266-1735,LAWRENCE DAVIS,907-443-2500
50690.0,A,AIRPORT,'SCM,KUSILVAK,SELAWIK,ROLAND NORTON MEMORIAL AIRSTRIP,PUBLIC,PRIVATE,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"SELAWIK, AK 99770",907-484-2132,LAWRENCE DAVIS,907-543-2498
50692.1,A,AIRPORT,'8AK3,NORTHWEST ARCTIC,SELAWIK,SELAWIK,PRIVATE,PRIVATE,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"SELAWIK, AK 99770",907-451-2200,,
50692.0,A,AIRPORT,'WLK,KENAI-COOK INLET,SELAWIK,SELDOVIA,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,BOX 196900,"FAIRBANKS, AK 99709",907-451-2200,ALVIN WERNEKE,907-442-3147
50693.0,A,AIRPORT,'SOV,KENAI-COOK INLET,SELDOVIA,SELDOVIA,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO DRAWER B,"ANCHORAGE, AK 99519",907-269-0783,"LELA PETERSON, HARBOUR MASTER",907-235-8872
50693.1,H,HELIPORT,'A27,KENAI-COOK INLET,SEWARD,SELDOVIA,PUBLIC,PUBLIC,CITY OF SELDOVIA,PO DRAWER B,"SELDOVIA, AK 99663",907-234-7643,"LELA PETERSON, HARBOUR MASTER",907-234-7886
50696.01,H,HELIPORT,'01AK,SEWARD,SEWARD,PROVIDENCE SEWARD MEDICAL CENTER,PUBLIC,PUBLIC,CITY OF SEWARD/PROVIDENCE,417 FIRST AVE,"SEWARD, AK 99664",907-262-2199,BEN FAUST,907-288-2428
50696.0,A,AIRPORT,'SWD,SEWARD,SEWARD,SEWARD,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"FAIRBANKS, AK 99709",907-262-2199,KEVIN KNOTEK,907-288-2428
50696.7,A,AIRPORT,'SHX,KUSKOKWIM,SHAGELUK,SHAKTOOLIK,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-5230,JOHN WILSON,907-625-1025
50697.0,A,AIRPORT,'2C7,NOME,SHAKTOOLIK,SHAKTOOLIK,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99701",907-451-5230,JOHN WILSON,907-625-1025
