Title,Year,Rating,Genre,Director,Writer,Language,Country
Blood Ties,2013,R,Crime,Guillaume Canet,Guillaume Canet ,"English, Italian, Spanish","France, USA"
Blood Ties,2013,R,Crime,Guillaume Canet,Guillaume Canet ,"English, Italian, Spanish","France, USA"
Bloodline,2013,R,N/A,Matt Thompson,Matt Thompson,English,USA
Bloom in the Sidewalk,2013,Not Rated,Documentary,Kimber Dion,Kimber Dion,English,USA
Blowback,2013,Not Rated,Short,Robert Yahnke,Aaron Thomas ,English,USA
Blue Jasmine,2013,PG-13,Comedy,Woody Allen,Woody Allen,English,USA
Blue on Blue,2013,TV-14,Drama,Jack Bender,Brian K. Vaughan ,English,USA
Blue Ruin,2013,R,Thriller,Jeremy Saulnier,Jeremy Saulnier,English,USA
Blythe Spirits,2013,TV-PG,Comedy,Constantine Makris,Andrew Lenchewski ,English,USA
Bob Saget: That's What I'm Talkin' About,2013,TV-MA,Comedy,Jay Karas,Bob Saget,English,USA
Boner and the Neudge,2013,Not Rated,Comedy,Brian Kilby,Brian Papandrea,English,USA
Bonnie & Clyde: Justified,2013,PG-13,Action,David DeCoteau,Rolfe Kanefsky,English,USA
Booked Solid,2013,TV-14,Action,Fred Toye,Jonathan Nolan ,English,USA
Boom De Yah Da,2013,TV-14,Crime,Felix Enriquez Alcala,Robert King ,English,USA
Borderline Personalities,2013,TV-PG,Comedy,Mitchell Hurwitz,Mitchell Hurwitz ,English,USA
Born in the U.S.A.,2013,TV-14,Action,Steve Boyum,Eric Kripke ,English,USA
Born Psychopath,2013,TV-14,Crime,Alex Chapple,Dick Wolf ,English,USA
Born Wild,2013,R,Drama,Dustin Rikert,William Shockley,English,USA
Bounty Killer,2013,R,Action,Henry Saine,Jason Dodson ,English,USA
Boy Parts,2013,TV-MA,Drama,Michael Rymer,Ryan Murphy ,English,USA
Boys,2013,TV-MA,Comedy,Claudia Weill,Murray Miller,English,USA
Brave New World,2013,TV-MA,Drama,Adam Davidson,Michelle Ashford ,English,USA
Brave New World,2013,TV-14,Action,Marc David Alpert,Craig Silverstein ,English,USA
Breakdown at Tiffany's,2013,TV-14,Reality-TV,Anthony Mastanduno,Richard Dominick ,English,USA
Breakdown at Tiffany's,2013,TV-14,Reality-TV,Anthony Mastanduno,Richard Dominick ,English,USA
Breakfast Burrito Club,2013,TV-14,Comedy,Michael Patrick Jann,John R. Montgomery ,English,USA
Breaking,2013,TV-14,Drama,Dustin Street,Hannah Faith Rader,English,USA
Breaking Arlana Miller,2013,Not Rated,Drama,Bohdan Neswiacheny,Bohdan Neswiacheny,English,USA
Breaking at the Edge,2013,R,Horror,Predrag Antonijevic,Jake Kennedy ,English,USA
Breaking the Girls,2013,Not Rated,Crime,Jamie Babbit,Mark Distefano,English,USA
Breakout,2013,TV-14,Crime,Milan Cheylov,Christopher Murphey ,English,USA
Breakup at a Wedding,2013,PG-13,Comedy,Victor Quinaz,Anna Martemucci,English,USA
Breathe In,2013,R,Drama,Drake Doremus,Drake Doremus,English,USA
Brian's Play,2013,TV-14,Animation,Joseph Lee,Seth MacFarlane ,English,USA
Bridegroom,2013,R,Documentary,Linda Bloodworth-Thomason,N/A,English,USA
Bridget,2013,TV-MA,Crime,Guy Ferland,Ann Biderman,English,USA
Brief Interlude,2013,TV-14,Crime,Kevin Bray,Dick Wolf ,English,USA
Bring It On,2013,TV-14,Drama,Jesse Warn,Kevin Williamson ,English,USA
Bringing the Heat,2013,TV-PG,Drama,Tim Hunter,Elizabeth Kruger ,English,USA
Broken,2013,TV-14,Crime,Larry Teng,Jeff Davis ,English,USA
Broken City,2013,R,Crime,Allen Hughes,Brian Tucker,"English, Spanish",USA
Broken Dolls,2013,TV-14,Action,Glen Winter,Greg Berlanti ,English,USA
Broken Home,2013,TV-14,Action,John Badham,Craig Silverstein ,English,USA
Brother from Another Mother,2013,TV-14,Comedy,Benny Boom,Rob Thomas ,English,USA
Brothers Hotchner,2013,TV-14,Crime,Rob Bailey,Jeff Davis ,English,USA
Brother's Keeper,2013,PG-13,Drama,T.J. Amato,Briana Hartman,English,USA
Browsers,2013,TV-14,Comedy,Don Scardino,David Javerbaum,English,USA
Bubble,2013,TV-14,Action,Nick Copus,Craig Silverstein ,English,USA
Bucky Fuckn' Dent,2013,TV-MA,Crime,Daniel Minahan,Ron Nyswaner,English,USA
Buffet Froid,2013,TV-14,Crime,John Dahl,Bryan Fuller ,English,USA
Bully,2013,TV-14,Crime,Glenn Kershaw,Jeff Davis ,English,USA
Bunk Bed,2013,TV-14,Comedy,Don Scardino,Mindy Kaling ,English,USA
Buon Fresco Foundations: Fresco Painting - Verdaccio,2013,G,Documentary,Ilia Anossov,Ilia Anossov,English,USA
Burden of Truth,2013,TV-14,Drama,Phil Abraham,Joshua Allen,English,USA
Burden of Truth,2013,TV-14,Drama,Phil Abraham,Joshua Allen,English,USA
Buried,2013,TV-14,Crime,Michelle MacLaren,Vince Gilligan ,English,USA
"Burn, Witch. Burn!",2013,TV-MA,Drama,Jeremy Podeswa,Ryan Murphy ,English,USA
Burned,2013,TV-14,Action,Eagle Egilsson,Greg Berlanti ,English,"USA, Canada"
Burning Blue,2013,R,Biography,D.M.W. Greer,D.M.W. Greer,English,USA
Burning Blue,2013,R,Biography,D.M.W. Greer,D.M.W. Greer,English,USA
Busk: The Heart of Street Performance,2013,Not Rated,Documentary,April Denee,April Den�e,English,USA
Busk: The Heart of Street Performance,2013,Not Rated,Documentary,April Denee,April Den�e,English,USA
But I'm Allergic to Cats,2013,TV-14,Drama,Omar Madha,David Schulner ,English,USA
C.O.G.,2013,R,Comedy,Kyle Patrick Alvarez,Kyle Patrick Alvarez,"English, Spanish",USA
Camp,2013,PG-13,Drama,Jacob Roebuck,Johnston Moore ,English,USA
Camping,2013,TV-PG,Comedy,Chris Koch,Dan Fogelman ,English,USA
Canary,2013,TV-14,Action,Terrence O'Hara,Donald P. Bellisario ,English,USA
Canary,2013,TV-14,Action,Terrence O'Hara,Donald P. Bellisario ,English,USA
Canceled,2013,TV-14,Action,Eagle Egilsson,Craig Silverstein ,English,USA
Can't Fight This Feeling,2013,TV-14,Drama,Mark Jackson,Shonda Rhimes ,English,USA
Can't Hardly Wait,2013,TV-14,Comedy,Melissa Joan Hart,Bob Young ,English,USA
Captain Phillips,2013,PG-13,Biography,Paul Greengrass,Billy Ray ,"English, Somali",USA
Carbon Copy,2013,TV-14,Crime,Rob Hardy,Jeff Davis ,English,USA
Carnal Awakenings,2013,TV-MA,Drama,Brian Anthony,N/A,English,USA
Carnival of Souls,2013,TV-14,Horror,Michael Perzel,Kristina Michelle,English,USA
Catch,2013,TV-14,Drama,Hannah Faith Rader,Dustin Street ,English,USA
Catch Me If You Can,2013,TV-14,Drama,John Dahl,Kevin Williamson ,English,USA
Catch Me If You Can,2013,TV-14,Drama,John Dahl,Kevin Williamson ,English,USA
Cathedral Canyon,2013,R,Drama,Paul Oliver Davis,Paul Oliver Davis ,English,USA
Catherine,2013,TV-MA,Drama,Michael Apted,Michelle Ashford ,English,USA
Caught,2013,TV-14,Comedy,Nanette Burstein,Candace Bushnell ,English,USA
Cavemen,2013,R,Comedy,Herschel Faber,Herschel Faber,English,USA
CBGB,2013,R,Drama,Randall Miller,Jody Savin,English,USA
CCSI: Boston,2013,TV-MA,Comedy,Joe Burke,Paul Scheer ,English,USA
Cetus Dawn,2013,Not Rated,Short,Brendon Fogle,Georgia Menides,English,USA
Cetus Dawn,2013,Not Rated,Short,Brendon Fogle,Georgia Menides,English,USA
Changing of the Guard,2013,TV-14,Reality-TV,Tiff Winton,N/A,English,USA
Chapter 1,2013,TV-MA,Drama,David Fincher,Michael Dobbs ,English,USA
Chapter 2,2013,TV-MA,Drama,David Fincher,Michael Dobbs ,English,USA
Chapter Two,2013,TV-14,Crime,Marcos Siega,Kevin Williamson ,English,USA
Charlie Countryman,2013,R,Comedy,Fredrik Bond,Matt Drake,"English, Romanian","Romania, USA"
Chasing Ghosts,2013,TV-14,Action,Arvin Brown,Donald P. Bellisario ,English,USA
Chavez Cage of Glory,2013,R,Drama,Hector Echavarria,Hector Echavarria,English,USA
Ch-Ch-Changes,2013,TV-PG,Drama,Kevin Dowling,Elizabeth Kruger ,English,USA
Cheap Thrills,2013,Not Rated,Comedy,E.L. Katz,David Chirchirillo,English,USA
Check in and Check Out,2013,TV-14,Crime,Louis Shaw Milito,Anthony E. Zuiker ,English,USA
Cheech & Chong's Animated Movie,2013,R,Animation,Branden Chambers,Tommy Chong,English,USA
Chickenator,2013,Not Rated,Short,Calin Johnson,N/A,English,USA
Child of God,2013,R,Crime,James Franco,James Franco ,English,USA
Children of Men,2013,TV-14,Action,Fred Toye,Eric Kripke ,English,USA
Chilling Visions: 5 Senses of Fear,2013,Not Rated,Horror,Eric England,Eric England,English,USA
Chris Cross,2013,TV-14,Animation,Jerry Langford,Seth MacFarlane ,English,USA
Chris D'Elia: White Male. Black Comic,2013,TV-MA,Comedy,Bill D'Elia,N/A,English,USA
Christmas,2013,TV-14,Comedy,Jake Szymanski,Daniel J. Goor ,English,USA
Christmas Baggage,2013,Not Rated,Short,Lance Ochsner,Lance Ochsner,N/A,USA
Christmas Belle,2013,TV-PG,Drama,Alex Wright,Joany Kane,English,USA
Christmas Belle,2013,TV-PG,Drama,Alex Wright,Joany Kane,English,USA
Christmas for a Dollar,2013,PG,Drama,John Lyde,Sally Meyer,English,USA
Christmas in Conway,2013,TV-PG,Drama,John Kent Harrison,Stephen P. Lindsey,English,USA
Christmas in the City,2013,TV-PG,Drama,Marita Grabiak,Barbara Kymlicka,English,"USA, Canada"
Christmas Party Sex Trap,2013,TV-14,Comedy,Michael Spiller,Mindy Kaling ,English,USA
Christmas Spirit,2013,Not Rated,Short,Matt Kowalski,Chars Bonin,English,USA
Chubby Killer: The Anthology,2013,Not Rated,Horror,Bruno Renat,Reuben Rox,English,USA
CinemAbility,2013,PG-13,Documentary,Jenni Gold,Jenni Gold,English,USA
Circadian Rhythms,2013,TV-14,Drama,Colin Bucksey,David Schulner ,English,USA
Civilian Drones: Search and Rescue,2013,PG,Documentary,Maha Calderon,Maha Calderon,English,USA
Civilian Drones: Search and Rescue,2013,PG,Documentary,Maha Calderon,Maha Calderon,English,USA
Claire,2013,Not Rated,Drama,Dan Ast,Dan Ast,English,USA
Clampires and Other Stereotapes,2013,Not Rated,Short,Johnny Dickie,Matt Desiderio,English,USA
"Clank, Clank, Drunken Skank",2013,TV-14,Comedy,James Widdoes,Chuck Lorre ,English,USA
Clear,2013,TV-MA,Drama,Tricia Brock,Frank Darabont ,English,USA
Clip Show,2013,TV-14,Drama,Thomas J. Wright,Eric Kripke ,English,USA
Closed Circuit,2013,R,Crime,John Crowley,Steven Knight ,English,"UK, USA"
Cloudy with a Chance of Meatballs 2,2013,PG,Animation,Cody Cameron,Erica Rivinoja ,English,USA
Clue,2013,TV-14,Action,Helen Shaver,Eric Kripke ,English,USA
Coach,2013,TV-14,Comedy,Russ T. Alsobrook,Elizabeth Meriwether ,English,USA
Code Red,2013,Not Rated,Action,Valeri Milev,Valeri Milev,English,USA
Coder,2013,Not Rated,Short,Kazimir Jones,N/A,English,USA
Coffee Town,2013,TV-14,Comedy,Brad Copeland,Brad Copeland,English,USA
Cold Comes the Night,2013,R,Crime,Tze Chun,Tze Chun,English,USA
Cold Comes the Night,2013,R,Crime,Tze Chun,Tze Chun,English,USA
Cold Turkey,2013,TV-PG,Drama,Fred Gerber,Sherri Cooper-Landsman ,English,USA
Collaborators,2013,TV-14,Drama,Jon Hamm,Matthew Weiner ,English,USA
Collusion,2013,TV-PG,Drama,Matt Shakman,Mike Kelley ,English,USA
Colony Collapse,2013,TV-PG,Comedy,Mitchell Hurwitz,Mitchell Hurwitz ,English,USA
Colossus,2013,Not Rated,Drama,Mark Hendrickson,Mark Hendrickson,"English, Russian",USA
Come Carne,2013,Not Rated,Short,Chico Odeneal,Chico Odeneal,English,USA
Come to Die,2013,TV-14,Drama,Brian Kelly,Cole Haddon ,English,USA
Coming and Going,2013,TV-14,Comedy,Dan Kwan,Rob Corddry ,English,USA
Coming Back,2013,TV-14,Comedy,Pamela Fryman,Carter Bays ,English,USA
Committed,2013,TV-PG,Crime,Eric Laneuville,Christopher Murphey ,English,USA
Company of Heroes,2013,R,Action,Don Michael Paul,David Reed ,"English, German",USA
Compilation,2013,Not Rated,Short,James Treakle,Adam Bailey,English,USA
Computer Crash,2013,TV-14,Reality-TV,Anthony Mastanduno,Richard Dominick ,English,USA
Computer Crash,2013,TV-14,Reality-TV,Anthony Mastanduno,Richard Dominick ,English,USA
Concussion,2013,R,Drama,Stacie Passon,Stacie Passon,English,USA
Confession,2013,TV-PG,Drama,Matt Earl Beesley,Mike Kelley ,English,USA
Confessions,2013,TV-14,Crime,Michael Slovis,Vince Gilligan ,English,USA
Congressman Richards' Campaign Job,2013,Not Rated,Comedy,John Huynh,John Huynh,English,USA
Contest,2013,PG,Drama,Anthony Joseph Giunta,Anthony Joseph Giunta ,English,USA
Continuum,2013,TV-MA,Drama,Craig Zisk,Ryan Murphy ,"English, French",USA
Contracted,2013,Not Rated,Drama,Eric England,Eric England,English,USA
Control,2013,TV-PG,Drama,Allison Liddi-Brown,Mike Kelley ,English,USA
Controlled Flight Into Terrain,2013,TV-14,Action,Michael Offer,Karl Gajdusek ,English,USA
Cooler,2013,TV-14,Comedy,Max Winkler,Elizabeth Meriwether ,English,USA
Coquilles,2013,TV-14,Crime,Guillermo Navarro,Bryan Fuller ,English,USA
Counterpunch,2013,R,Action,Kenneth Castillo,Kenneth Castillo,"English, Spanish",USA
"Cows, Prepare to Be Tipped",2013,TV-14,Comedy,James Widdoes,Chuck Lorre ,English,USA
Crackerjack,2013,PG-13,Comedy,Bryan Coley,Bryan Coley,English,USA
Cradle,2013,TV-14,Drama,Dustin Street,Dustin Street ,English,USA
Crazy Kind of Love,2013,R,Comedy,Sarah Siegel-Magness,Karen McCullah ,English,USA
Cream Filled Cracks,2013,Not Rated,Adult,Peter North,N/A,English,USA
Crime,2013,TV-14,Drama,John L. Altom,Eric Doepel,English,USA
Criminal Desires,2013,TV-MA,Drama,Alan Kramer,Tina Hawthorne ,English,USA
Criminal Hatred,2013,TV-14,Crime,Adam Bernstein,Dick Wolf ,English,USA
Crucible,2013,TV-14,Action,Eagle Egilsson,Greg Berlanti ,English,USA
Crush,2013,PG-13,Thriller,Malik Bader,Sonny Mallhi,English,USA
Crush,2013,PG-13,Thriller,Malik Bader,Sonny Mallhi,English,USA
Crystal Lake Memories: The Complete History of Friday the 13th,2013,Not Rated,Documentary,Daniel Farrands,Peter Bracke ,English,USA
Curse of Chucky,2013,R,Crime,Don Mancini,Don Mancini ,English,USA
Curtain Call Mr. Clay,2013,Not rated,Short,Elijah Winfrey,N/A,English,USA
Curtains,2013,TV-14,Drama,Jack Bender,Brian K. Vaughan ,English,USA
Curtis & Dave Are Dead,2013,Not Rated,Comedy,John C. Gibson,John C. Gibson,English,USA
Cutie and the Boxer,2013,R,Documentary,Zachary Heinzerling,Zachary Heinzerling,"English, Japanese",USA
D.C.,2013,TV-MA,Comedy,Tim Kirkby,Tony Roche,English,USA
Daddy Daughter Day,2013,TV-PG,Comedy,Seth Gordon,Adam F. Goldberg ,English,USA
Dallas Buyers Club,2013,R,Biography,Jean-Marc Vallee,Craig Borten,"English, Japanese",USA
Damn the Torpedoes,2013,TV-14,Action,Clark Johnson,Karl Gajdusek ,English,USA
Damned If You Do,2013,TV-14,Action,Tony Wharmby,Donald P. Bellisario ,English,USA
Dana Gould: I Know It's Wrong,2013,TV-MA,Comedy,Jay Chapman,Dana Gould,English,USA
Dangerous Territory,2013,TV-14,Comedy,Norman Buckley,Candace Bushnell ,English,USA
Dangers on a Train,2013,TV-PG,Animation,Steven Dean Moore,Matt Groening ,English,USA
Dangers on a Train,2013,TV-PG,Animation,Steven Dean Moore,Matt Groening ,English,USA
Dangers on a Train,2013,TV-PG,Animation,Steven Dean Moore,Matt Groening ,English,USA
Dark Circles,2013,R,Horror,Paul Soter,Paul Soter,English,USA
Dark Feed,2013,R,Horror,Michael Rasmussen,Michael Rasmussen,English,USA
Dark Hollow,2013,TV-PG,Adventure,Guy Ferland,Edward Kitsis ,English,USA
Dark Minions,2013,TV-14,Animation,Ross Shuman,John Ross Bowie,English,USA
Dark Skies,2013,PG-13,Horror,Scott Stewart,Scott Stewart,English,USA
"Dark Wings, Dark Words",2013,TV-MA,Adventure,Daniel Minahan,George R.R. Martin ,English,USA
Darkness on the Edge of Town,2013,TV-14,Action,John Behring,Greg Berlanti ,English,USA
Date Night,2013,TV-PG,Drama,Kevin Fair,Sherri Cooper-Landsman ,English,USA
Dave Attell/Judah Friedlander/Natasha Leggero,2013,TV-14,Comedy,Jay Karas,Jeffrey Ross ,English,USA
David,2013,Not Rated,Short,R.L. Smith,N/A,English,USA
David Blaine: Real or Magic,2013,TV-14,Reality-TV,Matthew Akers,Matthew Akers,English,USA
David Blaine: Real or Magic,2013,TV-14,Reality-TV,Matthew Akers,Matthew Akers,English,USA
Days of Wine and Roses,2013,TV-14,Crime,Eric Laneuville,Bruno Heller ,English,USA
Dead Drop,2013,R,Action,R. Ellis Frazier,Benjamin Budd,English,"Mexico, USA"
Dead Drop,2013,R,Action,R. Ellis Frazier,Benjamin Budd,English,"Mexico, USA"
Dead End,2013,Not Rated,Short,Michael Guerra,Michael Guerra,English,USA
Dead in 5 Heartbeats,2013,Not Rated,Action,Jeff Santo,Jeff Santo,English,USA
Dead in Tombstone,2013,R,Action,Roel Reine,Brendan Cowles,English,USA
Dead Kansas,2013,Not Rated,Comedy,Aaron K. Carter,Aaron K. Carter,English,USA
Dead Man Down,2013,R,Action,Niels Arden Oplev,J.H. Wyman,"English, French, Albanian, Spanish, Hungarian",USA
Dead Meat,2013,TV-MA,Drama,Michael Lehmann,Alan Ball ,English,USA
Dead of the Class,2013,TV-14,Crime,Alec Smight,Anthony E. Zuiker ,English,USA
Dead or Alive,2013,TV-14,Action,John Badham,Craig Silverstein ,English,USA
Dead Reckoning,2013,TV-14,Action,John Dahl,Jonathan Nolan ,"English, Mandarin",USA
Dead Rock Stars,2013,TV-MA,Comedy,Adam Bernstein,Tom Kapinos ,English,USA
Dead Silent,2013,TV-14,Talk-Show,Kristina Michelle,Kristina Michelle,English,USA
Dead to Rights,2013,TV-14,Action,Glen Winter,Greg Berlanti ,English,USA
Dead Weight,2013,TV-14,Drama,Jeremy Podeswa,Frank Darabont ,English,USA
Deadly Ambition,2013,TV-14,Crime,Jim McKay,Dick Wolf ,English,USA
Dealin' with Idiots,2013,Not Rated,Comedy,Jeff Garlin,Jeff Garlin,English,USA
Dealin' with Idiots,2013,Not Rated,Comedy,Jeff Garlin,Jeff Garlin,English,USA
Dear Daddy,2013,Not Rated,Short,Sandra Capra,Sandra Capra,English,USA
Dear Daddy,2013,Not Rated,Short,Sandra Capra,Sandra Capra,English,USA
Dear Dumb Diary,2013,PG,Family,Kristin Hanggi,Jim Benton ,English,USA
Dear Dumb Diary,2013,PG,Family,Kristin Hanggi,Jim Benton ,English,USA
Dear Dumb Diary,2013,PG,Family,Kristin Hanggi,Jim Benton ,English,USA
Dear Dumb Diary,2013,PG,Family,Kristin Hanggi,Jim Benton ,English,USA
Dear Secret Santa,2013,PG,Romance,Peter Sullivan,Peter Sullivan,English,USA
Death Gone Crazy,2013,TV-14,Comedy,Bill Roe,Andrew W. Marlowe ,English,USA
Death of a Client,2013,TV-14,Crime,Robert King,Robert King ,English,USA
Deceptions of Love,2013,Not Rated,Drama,Vernon Snoop Robinson,Johnnie Johnson,English,USA
Decimation,2013,TV-MA,Action,Michael Hurst,Seamus Kevin Fahey,English,USA
Decoding Annie Parker,2013,R,Drama,Steven Bernstein,Adam Bernstein,English,USA
Deep Dark Canyon,2013,R,Action,Abe Levy,Abe Levy,English,USA
Deep Dark Canyon,2013,R,Action,Abe Levy,Abe Levy,English,USA
Defending Santa,2013,TV-PG,Drama,Brian Skiba,George Erschbamer,English,"Canada, USA"
Delivery Disaster,2013,Not Rated,Short,Andrew Blizzard,N/A,English,USA
Delivery Man,2013,PG-13,Comedy,Ken Scott,Ken Scott ,English,USA
Descent,2013,TV-14,Crime,Terrence O'Hara,Shane Brennan ,English,USA
Desperate Acts of Magic,2013,Not Rated,Comedy,Tammy Caplan,Joe Tyler Gold,English,USA
Despicable Me 2,2013,PG,Animation,Pierre Coffin,Cinco Paul,English,USA
Details,2013,TV-14,Crime,Sanaa Hamri,Robert Doherty ,English,USA
Details,2013,TV-14,Crime,Sanaa Hamri,Robert Doherty ,English,USA
Detour,2013,TV-14,Action,Mario Van Peebles,Donald P. Bellisario ,English,USA
Detour,2013,TV-14,Action,Mario Van Peebles,Donald P. Bellisario ,English,USA
Devil May Care,2013,TV-14,Drama,Guy Norman Bee,Eric Kripke ,English,USA
Devil's Deal,2013,R,Drama,Justin Mosley,Allen Reed,English,"UK, USA, Australia"
Devil's Knot,2013,Not Rated,Biography,Atom Egoyan,Paul Harris Boardman ,English,USA
Devil's Pass,2013,R,Horror,Renny Harlin,Vikram Weet,"English, Russian","USA, UK, Russia"
Devil's Pass,2013,R,Mystery,Renny Harlin,Vikram Weet,"English, Russian","USA, UK, Russia"
Devil's Triad,2013,TV-14,Action,Arvin Brown,Donald P. Bellisario ,English,USA
Dick Figures: The Movie,2013,R,Animation,Zack Keller,Zack Keller,English,USA
Die Die Delta Pi,2013,Not Rated,Horror,Sean Donohue,Arturo Portillo,English,USA
"Die Sister, Die!",2013,Not Rated,Horror,Dustin Ferguson,Dustin Ferguson,English,USA
Different Drummers,2013,PG,Drama,Don Caron,Don Caron,English,USA
Different Drummers,2013,PG,Drama,Don Caron,Don Caron,English,USA
Directing on a Micro Budget,2013,TV-14,Talk-Show,Matt Haltuch,N/A,English,USA
Dirty Laundry,2013,TV-14,Crime,John David Coles,Robert Doherty ,English,USA
Dirty Teacher,2013,TV-14,Drama,Doug Campbell,Barbara Kymlicka,English,USA
Dirty Wars,2013,Not Rated,Documentary,Rick Rowley,David Riker,"English, Pushto, Somali, Dari, Arabic",USA
Disappearing Act,2013,TV-PG,Crime,Sam Hill,Christopher Murphey ,English,USA
Disciple,2013,TV-PG,Comedy,Rob Bowman,Andrew W. Marlowe ,English,USA
Dissolution,2013,TV-PG,Drama,Bobby Roth,Mike Kelley ,English,USA
Divergence,2013,Not Rated,Short,James Treakle,James Treakle,English,USA
Do Not Disturb,2013,Not Rated,Horror,BC Furtney,BC Furtney,English,USA
Do You Believe in Magic,2013,TV-14,Drama,Kevin McKidd,Shonda Rhimes ,English,USA
Doctors Orders,2013,Not Rated,Short,Martin C Patterson,John Brackeen,English,USA
Docu-Trauma,2013,TV-14,Drama,Roger Kumble,Adam Milch ,English,USA
Dodger,2013,TV-14,Action,Eagle Egilsson,Greg Berlanti ,English,USA
Dog Dean Afternoon,2013,TV-14,Drama,Tim Andrew,Eric Kripke ,English,USA
Don Jon,2013,R,Comedy,Joseph Gordon-Levitt,Joseph Gordon-Levitt,English,USA
Don't Answer the Phone,2013,TV-14,Drama,Jeffrey Reiner,David Schulner ,English,USA
Don't Be a Dummy,2013,TV-14,Crime,Michael Schultz,Liz Heldens ,English,USA
Don't You Feel Me,2013,TV-MA,Drama,Howard Deutch,Alan Ball ,"Japanese, English",USA
Doonby,2013,PG-13,Mystery,Peter Mackenzie,Peter Mackenzie,English,"USA, Ireland"
Double Blind,2013,TV-14,Action,Dennis Smith,Donald P. Bellisario ,English,USA
