imdbID,Title,Year,Rating,Runtime,Genre,Released,Director,Writer,Cast,Metacritic,imdbRating,imdbVotes,Poster,Plot,Language,Country,Awards,lastUpdated
tt1649780,"Peace, Love, & Misunderstanding",2011,R,"96 min","Comedy, Drama, Music",2012-08-16,"Bruce Beresford","Christina Mengert, Joseph Muszynski","Catherine Keener, Joseph Dunn, Ann Osmond, Teri Gibson",45,5.8,4,http://ia.media-imdb.com/images/M/MV5BMTY1ODAxMzYyNF5BMl5BanBnXkFtZTcwMjQ1MDM3Nw@@._V1_SX300.jpg,"An uptight NYC lawyer takes her two teenagers to her hippie mother's farmhouse upstate for a family vacation.",English,USA,"1 win.","2014-11-04 00:05:02"
tt1650043,"Diary of a Wimpy Kid: Rodrick Rules",2011,PG,"99 min","Comedy, Family",2011-03-25,"David Bowers","Gabe Sachs (screenplay), Jeff Judah (screenplay), Jeff Kinney (book)","Zachary Gordon, Devon Bostick, Rachael Harris, Robert Capron",51,6.6,15,http://ia.media-imdb.com/images/M/MV5BMTcxNDYwOTEzMl5BMl5BanBnXkFtZTcwOTA3MzY3NA@@._V1_SX300.jpg,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",English,USA,"1 win & 5 nominations.","2014-10-09 00:07:43"
tt1650058,"The Perfect Family",2011,PG-13,"84 min","Comedy, Drama",2011-04-24,"Anne Renton","Paula Goldberg (story), Claire V. Riley (screenplay)","Kathleen Turner, Emily Deschanel, Jason Ritter, Michael McGrady",40,5.6,1,http://ia.media-imdb.com/images/M/MV5BMTY3OTA5MDQ0MF5BMl5BanBnXkFtZTcwMjQ5NjQ1Nw@@._V1_SX300.jpg,"A devoutly Catholic wife and mother has been nominated for one of the church's top awards. She then goes about trying to prove she has the 'perfect' family, refusing to accept them for who they are.",English,USA,N/A,"2014-11-03 00:28:53"
tt1650062,"Super 8",2011,PG-13,"112 min","Mystery, Sci-Fi, Thriller",2011-06-10,"J.J. Abrams","J.J. Abrams","Joel Courtney, Jessica Tuck, Joel McKinnon Miller, Ryan Lee",72,7.1,249,http://ia.media-imdb.com/images/M/MV5BMTM5NzkxMzQ5MF5BMl5BanBnXkFtZTcwNDYwMTA3NA@@._V1_SX300.jpg,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",English,USA,"10 wins & 52 nominations.","2014-11-06 00:20:59"
tt1650537,Inkubus,2011,R,"80 min",Horror,2011-10-28,"Glenn Ciano","Glenn Ciano (story), Carl V. Duprï¿½ (screenplay)","Robert Englund, William Forsythe, Joey Fatone, Jonathan Silverman",N/A,3.9,786,http://ia.media-imdb.com/images/M/MV5BNDg0NzY3NjUzM15BMl5BanBnXkFtZTcwMjIzMTA3Nw@@._V1_SX300.jpg,"Inkubus tells the story of a skeleton crew working the final shift at a soon to be demolished police station. The night takes a gruesome turn when the demon, Inkubus, calmly walks into the ...",English,USA,N/A,"2014-10-29 00:08:15"
tt1652415,Condition,2011,"Not Rated","70 min","Drama, Mystery, Sci-Fi",2011-11-28,"Andrei Severny","Andrei Severny","Jessica Kaye, Antonella Lentini, Steve Moshier",N/A,7.1,386,http://ia.media-imdb.com/images/M/MV5BMTY0NTcwODUzNF5BMl5BanBnXkFtZTcwNzI2OTEwNw@@._V1_SX300.jpg,"Two women escaping a catastrophe look for salvation in sound and nature.",English,USA,"1 win.","2014-10-16 00:00:48"
tt1654267,"Cool Hand Guerrero",2011,TV-14,"60 min","Action, Adventure, Crime",2011-01-14,"Craig R. Baxley","Jonathan E. Steinberg (developer), Matt Whitney, Len Wein (characters), Carmine Infantino (characters)","Mark Valley, Chi McBride, Indira Varma, Janet Montgomery",N/A,8.3,108,http://ia.media-imdb.com/images/M/MV5BMTM5ODAyODI1M15BMl5BanBnXkFtZTcwNzUxNjIzNA@@._V1_SX300.jpg,"Guerrero gets a taste of southern hospitality when he's framed for the murder of a friend, forcing Chance to help break him out of prison.",English,USA,N/A,"2014-02-02 00:00:00"
tt1654268,"Kill Bob",2011,TV-14,"44 min","Action, Adventure, Crime",2011-01-31,"John Terlesky","Jonathan E. Steinberg (developer), Brad Kern, Zev Borow, Len Wein (characters), Carmine Infantino (characters)","Mark Valley, Chi McBride, Indira Varma, Janet Montgomery",N/A,8.3,140,http://ia.media-imdb.com/images/M/MV5BMTU1MTIyNDY1Nl5BMl5BanBnXkFtZTcwMjAzOTA0NA@@._V1_SX300.jpg,"Chance and the team protect a husband who doesn't know his wife is a Russian spy and out to kill him for classified defense secrets. Meanwhile, Ames has a secret of her own that she doesn't...",English,USA,N/A,"2014-02-02 00:00:00"
tt1654269,"The Trouble with Harry",2011,TV-14,"60 min","Action, Adventure, Crime",2011-02-02,"Peter Lauer","Jonathan E. Steinberg (developer), Jonathan E. Steinberg, Robert Levine, Len Wein (characters), Carmine Infantino (characters)","Mark Valley, Chi McBride, Indira Varma, Janet Montgomery",N/A,8.1,105,http://ia.media-imdb.com/images/M/MV5BMjA5OTQ1ODE3MF5BMl5BanBnXkFtZTcwNzkyOTA0NA@@._V1_SX300.jpg,"Chance is reunited with Harry when he is hired to protect the girlfriend of a rival security agency owner. Meanwhile, Ilsa must go into the field on a mission for the first time, and two team members get closer than ever.",English,USA,N/A,"2014-05-21 00:36:02"
tt1654270,"Communication Breakdown",2011,TV-14,"60 min","Action, Adventure, Crime",2011-01-05,"Steve Boyum","Jonathan E. Steinberg (developer), Jonathan E. Steinberg, Len Wein (characters), Carmine Infantino (characters)","Mark Valley, Chi McBride, Indira Varma, Janet Montgomery",N/A,8.0,120,http://ia.media-imdb.com/images/M/MV5BNTY3MDY0MDMyMV5BMl5BanBnXkFtZTcwNzQ2NjAzNA@@._V1_SX300.jpg,"Winston, Guerrero and Ames must save a bumbling private investigator whose botched case has him targeted for death.",English,USA,N/A,"2014-09-10 00:17:20"
tt1654276,"A Problem Like Maria",2011,TV-14,"60 min","Action, Adventure, Crime",2011-01-05,"Guy Ferland","Jonathan E. Steinberg (developer), Dan McDermott, Andrea Newman, Len Wein (characters), Carmine Infantino (characters)","Mark Valley, Chi McBride, Indira Varma, Janet Montgomery",N/A,8.0,123,http://ia.media-imdb.com/images/M/MV5BMjA3MjY1MjcwNF5BMl5BanBnXkFtZTcwMTMyMTAzNA@@._V1_SX300.jpg,"Chance and Ilsa's partnership is put to the test when Chance's old flame asks for his help in rescuing a kidnapped colleague from a ruthless South American dictator.",English,USA,N/A,"2014-06-25 00:31:05"
tt1654278,Imbroglio,2011,TV-14,"60 min","Action, Adventure, Crime",2011-01-14,"Steve Boyum","Jonathan E. Steinberg (developer), Robert Levine, Len Wein (characters), Carmine Infantino (characters)","Mark Valley, Chi McBride, Indira Varma, Jackie Earle Haley",N/A,8.2,111,http://ia.media-imdb.com/images/M/MV5BMTM5ODAyODI1M15BMl5BanBnXkFtZTcwNzUxNjIzNA@@._V1_SX300.jpg,"Chance and Ilsa must protect her sister-in-law when a night at the opera turns into a hostage situation.",English,USA,N/A,"2014-05-22 01:15:36"
tt1654296,Rebound,2011,TV-14,"43 min","Crime, Drama, Mystery",2011-01-10,"John Polson","Samuel Baum (creator), David Ehrman, Kevin Fox, Jameal Turner (staff writer)","Tim Roth, Kelli Williams, Brendan Hines, Monica Raymund",N/A,8.0,195,http://ia.media-imdb.com/images/M/MV5BMTg1MzQyNjU4NF5BMl5BanBnXkFtZTgwODI5MTg3MjE@._V1_SX300.jpg,"Dr. Lightman matches wits with a sociopath who is part of a con game involving himself and a lawyer, who both prey on several newly-divorced women for money.",English,USA,N/A,"2014-10-15 00:35:14"
tt1654297,Saved,2011,TV-14,"43 min","Crime, Drama, Mystery",2011-01-17,"Michael Offer","Samuel Baum (creator), Samantha Howard Corbin, Dailyn Rodriguez, Jameal Turner (staff writer)","Tim Roth, Kelli Williams, Brendan Hines, Monica Raymund",N/A,7.4,204,http://ia.media-imdb.com/images/M/MV5BMjE5NzA5NTMwN15BMl5BanBnXkFtZTcwODgwODQzNA@@._V1_SX300.jpg,"Lightman is hired to investigate three high school students responsible for a fatal traffic accident, which takes a turn for the better when he finds the heroic paramedic who was first on ...",English,USA,N/A,"2014-10-15 00:35:16"
tt1654298,Gone,2011,TV-14,"43 min","Crime, Drama, Mystery",2011-01-24,"Adam Arkin","Samuel Baum (creator), Timothy J. Lea, Jameal Turner (staff writer)","Tim Roth, Kelli Williams, Brendan Hines, Monica Raymund",N/A,7.7,194,http://ia.media-imdb.com/images/M/MV5BNDcyMzI4MzEyMl5BMl5BanBnXkFtZTgwNjI5MTg3MjE@._V1_SX300.jpg,"A baby goes missing, and her mother accuses an unknown person of the kidnapping. When Lightman sees she's hiding something, he digs deeper and discovers a family in need of repair.",English,USA,N/A,"2014-10-15 00:35:18"
tt1654299,"Killer App",2011,TV-14,"44 min","Crime, Drama, Mystery",2011-01-31,"Vahan Moosekian","Samuel Baum (creator), David Slack, Jameal Turner (staff writer)","Tim Roth, Kelli Williams, Brendan Hines, Monica Raymund",N/A,8.0,253,http://ia.media-imdb.com/images/M/MV5BMTMyMDM1MzQ3M15BMl5BanBnXkFtZTcwODAzOTA0NA@@._V1_SX300.jpg,"Dr. Foster works for a co-creator of a social network application who suspects one of her partners is trying to oust her. However, the client soon turns up dead, and Lightman tries to prove that her partner is responsible.",English,USA,N/A,"2014-10-15 00:35:19"
tt1654307,Funhouse,2011,TV-14,"43 min","Crime, Drama, Mystery",2011-01-10,"Daniel Sackheim","Samuel Baum (creator), Jameal Turner, Jameal Turner (staff writer)","Tim Roth, Kelli Williams, Brendan Hines, Monica Raymund",N/A,8.0,229,http://ia.media-imdb.com/images/M/MV5BMjA2NjE2NTMxNF5BMl5BanBnXkFtZTcwNTcxNzEzNA@@._V1_SX300.jpg,"Dr. Lightman tries to help a man in a mental health facility diagnosed with schizophrenia, which causes him to go down a dangerous path that may challenge his own sanity.",English,USA,N/A,"2014-10-15 00:35:12"
tt1655385,"Piss & S**t",2011,TV-14,"30 min",Comedy,2011-04-06,"Kyle Newacheck","Blake Anderson (creator), Blake Anderson, Adam DeVine (creator), Adam DeVine, Brian Keith Etheridge, Kevin Etten, Anders Holm (creator), Anders Holm, David King (staff writer), Kyle Newacheck (creator), Kyle Newacheck, Connor Pritchard (creator), Dominic Russo (creator)","Blake Anderson, Adam DeVine, Anders Holm, Maribeth Monroe",N/A,7.7,216,http://ia.media-imdb.com/images/M/MV5BMTU3MDE2Mjg0NF5BMl5BanBnXkFtZTgwMzYyMzc1MDE@._V1_SX300.jpg,"The guys must figure out how to pass a drug test at work.",English,USA,N/A,"2014-05-24 01:13:53"
tt1655420,"My Week with Marilyn",2011,R,"99 min","Biography, Drama",2011-12-23,"Simon Curtis","Adrian Hodges (screenplay), Colin Clark (books)","Michelle Williams, Eddie Redmayne, Julia Ormond, Kenneth Branagh",65,7.0,62,http://ia.media-imdb.com/images/M/MV5BMTYzODYwOTIzOV5BMl5BanBnXkFtZTcwODE2NjAwNw@@._V1_SX300.jpg,"Colin Clark, an employee of Sir Laurence Olivier's, documents the tense interaction between Olivier and Marilyn Monroe during production of The Prince and the Showgirl.",English,"UK, USA","Nominated for 2 Oscars. Another 23 wins & 50 nominations.","2014-10-30 00:02:52"
tt1655442,"The Artist",2011,PG-13,"100 min","Comedy, Drama, Romance",2012-01-20,"Michel Hazanavicius","Michel Hazanavicius","Jean Dujardin, Bï¿½rï¿½nice Bejo, John Goodman, James Cromwell",89,8.0,155,http://ia.media-imdb.com/images/M/MV5BMzk0NzQxMTM0OV5BMl5BanBnXkFtZTcwMzU4MDYyNQ@@._V1_SX300.jpg,"A silent movie star meets a young dancer, but the arrival of talking pictures sends their careers in opposite directions.",English,"France, Belgium, USA","Won 5 Oscars. Another 142 wins & 122 nominations.","2014-09-05 00:56:40"
tt1656238,"Home Sweet Home",2011,TV-MA,"28 min","Comedy, Drama",2011-01-23,"Adam Bernstein","Tom Kapinos (creator), Tom Kapinos","David Duchovny, Natascha McElhone, Pamela Adlon, Madeleine Martin",N/A,7.8,354,http://ia.media-imdb.com/images/M/MV5BMTM4OTgyMzM0MF5BMl5BanBnXkFtZTcwOTI0ODQ1NA@@._V1_SX300.jpg,"Hank takes advantage of the misperception and moves home with Karen and Becca.",English,USA,N/A,"2014-07-16 05:10:04"
tt1656239,"Monkey Business",2011,TV-MA,"28 min","Comedy, Drama",2011-01-30,"Bart Freundlich","Tom Kapinos (creator), Gabriel Roth, Matt Patterson","David Duchovny, Natascha McElhone, Pamela Adlon, Madeleine Martin",N/A,8.5,423,http://ia.media-imdb.com/images/M/MV5BNzIyNzA4NjI1Ml5BMl5BanBnXkFtZTcwOTM0ODQ1NA@@._V1_SX300.jpg,"After a meeting to discuss Hank's movie script, a billionaire ends up dead in a bathroom.",English,USA,N/A,"2014-06-24 00:28:42"
tt1656240,Freeze-Frame,2011,TV-MA,"28 min","Comedy, Drama",2011-02-06,"Beth McCarthy-Miller","Tom Kapinos (creator), Tom Kapinos","David Duchovny, Natascha McElhone, Pamela Adlon, Madeleine Martin",N/A,7.9,312,http://ia.media-imdb.com/images/M/MV5BMTMwNDAzNjY2Ml5BMl5BanBnXkFtZTcwNDM0ODQ1NA@@._V1_SX300.jpg,"A compromising photograph threatens to derail Hank's court case.",English,USA,N/A,"2014-05-24 00:59:42"
tt1656241,"Lawyers, Guns and Money",2011,TV-MA,"28 min","Comedy, Drama",2011-02-13,"John Dahl","Tom Kapinos (creator), Vanessa Reisen","David Duchovny, Natascha McElhone, Pamela Adlon, Madeleine Martin",N/A,8.0,356,http://ia.media-imdb.com/images/M/MV5BMTMyNDQ3NjMyMF5BMl5BanBnXkFtZTcwMzM0ODQ1NA@@._V1_SX300.jpg,"A sensational photo derails Hank's case and threatens to destroy his movie project until his sincere love for Becca rescues his career, while Karen resuscitates her ex-husband's relationship with his beautiful lawyer.",English,USA,N/A,"2014-10-30 00:22:25"
tt1656912,"The Trial",2011,TV-MA,"28 min","Comedy, Drama",2011-03-13,"Seith Mann","Tom Kapinos (creator), Tom Kapinos","David Duchovny, Natascha McElhone, Pamela Adlon, Madeleine Martin",N/A,8.1,313,http://ia.media-imdb.com/images/M/MV5BMTQwNDI0NTAwM15BMl5BanBnXkFtZTcwMDM0ODQ1NA@@._V1_SX300.jpg,"A nervous Hank discovers that he's got good reason to panic when his trial turns into an all-out character assassination, with even friendly witnesses Charlie and Karen unable to portray ...",English,USA,N/A,"2013-12-23 00:00:00"
tt1656913,"The Last Supper",2011,TV-MA,"28 min","Comedy, Drama",2011-03-20,"John Dahl","Tom Kapinos (creator), Tom Kapinos","David Duchovny, Natascha McElhone, Pamela Adlon, Madeleine Martin",N/A,7.9,345,http://ia.media-imdb.com/images/M/MV5BODUyMjg1NTcwMV5BMl5BanBnXkFtZTcwMTA0ODQ1NA@@._V1_SX300.jpg,"Found guilty of statutory rape, Hank buys a used Porsche and considers fleeing from Los Angeles, but instead enjoys one last night in the company of his friends and family.",English,USA,N/A,"2014-07-16 05:08:42"
tt1656914,"...And Justice for All",2011,TV-MA,"28 min","Comedy, Drama",2011-03-27,"Adam Bernstein","Tom Kapinos (creator), Tom Kapinos","David Duchovny, Natascha McElhone, Pamela Adlon, Madeleine Martin",N/A,8.8,544,http://ia.media-imdb.com/images/M/MV5BMjI3MDIzNTkwNF5BMl5BanBnXkFtZTcwNjkzODQ1NA@@._V1_SX300.jpg,"In the Season 4 finale, as Hank awaits sentencing, the lines between his real life and the movie based on his life blur as the film's star hits on his ex-wife and he feels stirrings of passion for the actress hired to play Karen.",English,USA,N/A,"2014-09-22 00:54:24"
tt1656915,"The Recused",2011,TV-MA,"28 min","Comedy, Drama",2011-02-20,"Michael Weaver","Tom Kapinos (creator), Tom Kapinos","David Duchovny, Natascha McElhone, Pamela Adlon, Madeleine Martin",N/A,7.7,320,http://ia.media-imdb.com/images/M/MV5BMTEyMjQ3MjYwMjdeQTJeQWpwZ15BbWU3MDUzNDg0NTQ@._V1_SX300.jpg,"Forced by her relationship with Hank to recuse herself as his lawyer, Abby pitches the case to a senior partner on the golf course; Hank is dismayed by Karen's growing relationship with ...",English,USA,N/A,"2014-07-07 00:28:08"
tt1656916,"Lights, Camera, Asshole",2011,TV-MA,"28 min","Comedy, Drama",2011-02-27,"Adam Bernstein","Tom Kapinos (creator), Tom Kapinos","David Duchovny, Natascha McElhone, Pamela Adlon, Madeleine Martin",N/A,8.2,354,http://ia.media-imdb.com/images/M/MV5BMTM0MDEwNTc2OF5BMl5BanBnXkFtZTcwNjM0ODQ1NA@@._V1_SX300.jpg,"Hank takes a gig rewriting dialogue on a zombie sequel but threatens his job when he hooks up with a sexy woman with close ties to the film's female lead; Marcy tells Stu she's pregnant but not that the baby may be Charlie's.",English,USA,N/A,"2014-04-30 01:53:22"
tt1656917,"Another Perfect Day",2011,TV-MA,"28 min","Comedy, Drama",2011-03-06,"Michael Lehmann","Tom Kapinos (creator), Tom Kapinos, Gabriel Roth","David Duchovny, Natascha McElhone, Pamela Adlon, Madeleine Martin",N/A,7.9,321,http://ia.media-imdb.com/images/M/MV5BOTUyMjY5MjEyN15BMl5BanBnXkFtZTcwNzczODQ1NA@@._V1_SX300.jpg,"Evicted from his apartment, Hank moves back in with Karen and Becca while he prepares for his trial and teaches his daughter to drive; while Karen's out on a date with Ben, Becca and Pearl steal the Porsche and wreck it.",English,USA,N/A,"2014-07-07 00:37:40"
tt1657283,"Honey 2",2011,PG-13,"110 min","Comedy, Drama, Music",2011-08-01,"Bille Woodruff","Alyson Fouse, Blayne Weaver","Kat Graham, Randy Wayne, Aaron Benjamin, Seychelle Gabriel",N/A,5.2,3,http://ia.media-imdb.com/images/M/MV5BMTM0NzYyNzMzNl5BMl5BanBnXkFtZTcwNjk4MDkyNQ@@._V1_SX300.jpg,"Recently released from juvenile detention, talented dancer Maria Ramirez finds an outlet for her passion with a new dance crew.",English,USA,N/A,"2014-10-25 00:32:17"
tt1657285,"Ice Road Terror",2011,R,"86 min","Horror, Sci-Fi, Thriller",2011-06-11,"Terry Ingram","Keith Shaw","Brea Grant, Ty Olsson, Dylan Neal, Malcolm Stewart",N/A,3.3,431,http://ia.media-imdb.com/images/M/MV5BMjM1MTA5NzM2OF5BMl5BanBnXkFtZTgwMjc3NDA2MDE@._V1_SX300.jpg,"Two truckers driving across frozen Alaskan rivers to deliver equipment to a remote diamond mine, encounter a long-dormant prehistoric creature on the frozen ice.",English,USA,N/A,"2014-10-20 00:21:07"
tt1661461,"What a Man",2011,R,"95 min","Comedy, Romance",2011-08-25,"Matthias Schweighï¿½fer","Matthias Schweighï¿½fer (screenplay), Doron Wisotzky (screenplay)","Matthias Schweighï¿½fer, Sibel Kekilli, Elyas M'Barek, Mavie Hï¿½rbiger",39,5.6,2,http://ia.media-imdb.com/images/M/MV5BNTMzMjMzNjk5Nl5BMl5BanBnXkFtZTcwNzA0NTU3OA@@._V1_SX300.jpg,"What a Man: The young teacher Alex is abandoned by his girlfriend Caroline and therefore begins a journey in search of himself. But how he overcomes the pitfalls out there for a modern man? And what is it that makes a man a man?","German, Turkish, English","Germany, USA","1 win & 1 nomination.","2014-11-03 00:19:51"
tt1662295,Brawler,2011,R,"84 min",Drama,2013-03-28,"Chris Sivertson","Chris Sivertson (screenplay), Nathan Grubbs (story)","Nathan Grubbs, Marc Senter, Pell James, Dane Rhodes",N/A,3.9,258,http://ia.media-imdb.com/images/M/MV5BNDQzOTc5NDExNV5BMl5BanBnXkFtZTcwNzI2MzUzOA@@._V1_SX300.jpg,"After a devastating betrayal, two brothers return to the underground fight club scene in New Orleans and prepare to battle to the death.",English,USA,"1 nomination.","2014-10-25 00:02:33"
tt1663187,"The Chaperone",2011,PG-13,"103 min","Action, Comedy, Family",2011-03-24,"Stephen Herek","S.J. Roth","Paul Levesque, Kevin Corrigan, Josï¿½ Zï¿½ï¿½iga, Kevin Rankin",33,5.1,3,http://ia.media-imdb.com/images/M/MV5BMTkyOTE2NTM4NF5BMl5BanBnXkFtZTcwMDU3NjYzNA@@._V1_SX300.jpg,"An ex-con on the run from his criminal past, hides out from those he ratted on by chaperoning a field trip to New Orleans.",English,USA,"1 nomination.","2014-11-02 00:19:45"
